,index,번호,제목,평점,감상평
6929,8,18132354,쥬라기 월드: 도미니언,6,아니 메뚜기 월드 인가브루 분량이나 갑자기 티라노랑 기가노토 왜 싸움 ㅋㅋㅋ 테레지노 갑자기 티라노 도와주고헨리 우 나쁜놈 이었는데 인류를 위해 일 ???
6930,0,18132352,범죄도시2,6,전편보다 완성도 떨어짐.. 그럭저럭 킬링타임용 ㅇㅋ
6931,1,18132351,파수꾼,10,누구나 겪어봤을 그 미묘한 감정을 너무나 잘 표현해냈다 이제훈배우 상 한번 더 주고 싶네
6932,2,18132350,범죄도시2,10,원래 8점짜리인데 손석구의 연기에 만점을 준다.
6933,3,18132349,범죄도시2,10,"8편까지 생하고 있다는데...이 씨리즈가 어디까지 갈지 모르겠지만...마지막 편에는 역대빌런들 장첸, 강해상 그리고 앞으로 나올 빌런들이 팀을 짜서 마동석이랑 붙었으면 좋겠습니다."
6934,4,18132347,브로커,1,너무지루하고 영화보는내내 힘들었어요 ㅜㅜ
6935,5,18132346,그대가 조국,10,대한민국의 현실자각하기 좋은 영화이며 불공정시대를 인지하고 잘잘못을 판단할수있게하여 한걸음 나아가는 사고를 갖을수있게할 현실영화이다. 사악한 만행꾼들이 꼭 처벌받을수 있기를 희망하며 국민이라면 꼭 보시기를 간절히 바래봅니다. '그대가 조국' 화이팅!
6936,6,18132343,그대가 조국,2,어이가 없네요.정말이지 이런영화를 왜
6937,7,18132342,범죄도시2,10,존잼임 모든 캐릭터가 매력적
6938,0,18132341,브로커,2,지루함을 참고 끝까지 봤지만 반전은 없었다~
6939,1,18132340,범죄도시2,10,그냥 봐야함 한번으로 끝낼수없음....
6940,2,18132339,브로커,10,잘봤어요~ 감사합니다
6941,3,18132338,쥬라기 월드: 도미니언,2,"좀비를 야생동물쯤으로 만든 유사 좀비영화 반도 같이, 공룡을 연출요소로만 써먹고 되도않는 과학실험에 대한 윤리의식을 우려먹는 허접한 스토리."
6942,4,18132337,브로커,10,요즘 보기드문 따뜻한 내용이었습니다.
6943,5,18132336,그대가 조국,1,0.1점도 아깝다 좌좀영화
6944,6,18132335,브로커,6,감독님.. 이렇게 직접적으로 표현하는 사람 아니었잖아요...
6945,7,18132334,쥬라기 월드: 도미니언,5,ㅜㅜ... 지루함.. 루즈함.. 시간이 안감. 뻔한 스토리 뻔한 장면연출 너무 뻔해서 이미 한번 본 영화를 다시 보는듯한 느낌
6946,8,18132333,그대가 조국,1,쑈를 하네. 지네 꼴리는대로 만들었네ㅋㅋ 개딸들한테 딱 맞는 영화다.
6947,9,18132332,쥬라기 월드: 도미니언,6,메뚜기월드 웰컴 솔직히 노잼이다
6948,0,18132330,브로커,1,지루. 진부. 반전없음. 단편적. 배우가 아까움
6949,1,18132329,그대가 조국,1,노잼진짜 노잼 이걸ㄹ 영화관에서??
6950,2,18132328,브로커,4,배두나의 첫 대사에 공감. 낙태가 태어나고 나서 버려지는 것보다 낫다고 생각한다. 자아가 생기기 전에 겪는 거니까. 자아가 생기고 남들과 나를 비교하면서 남들에게 다 있는 게 나에겐 없다는 상실감을 느끼며 평생을 고통스럽게 꾸역꾸역 사는 것보다는 차라리 태어나지 않는 게 낫다. 특히나 부모가 살인자일 경우.
6951,3,18132327,브로커,2,시간이 남아도는 분은 가서 보세여진짜 ㅈ ㄴ 개재미없음 전부 다자요 그냥
6952,4,18132326,이공삼칠,10,"상영관은 적지만 보러가길 잘했어요. 너무 슬프지만, 생각해 볼 만한 이야기입니다."
6953,5,18132325,브로커,1,개연성이 너무 부족해서 아쉬움
6954,6,18132324,쥬라기 월드: 도미니언,4,별로...처음과 마지막이 가장 중요한건데마지막 작품을 왜이렇게 만드는건지
6955,7,18132323,둠스데이 - 지구 최후의 날,5,아포칼립스를 차용한 b급 영화.청담동에서 머리를 다듬은 듯한 멋진 헤어스타일에 짐에서 열심히 pt를 받은 듯한 근육질의 생존자들이 실소를 짓게 만든다.하나같이 혈색도 좋고 스타일리시하다.저도 저 곳에서 살고 싶다.
6956,8,18132322,그대가 조국,10,꼭! 한 번은 봐야하지 않을까요??싫든.... 좋든....
6957,9,18132321,브로커,10,재미 없고 졸렸어요 별점 10개 준건 여자친구와 처음 영화관 간거였는데 졸립다면서 팔짱 끼더니 어깨를 기대 더군요 그 덕에 자연스레 스킨쉽 할 수 있었습니다 ㅎㅎ
6958,0,18132320,쥬라기 월드: 도미니언,9,원조 배우 삼인방을 좋아하시는 분들이라면 매우 즐겁게 보실 수 있습니다. 크리스프랫과 벨로시랩터 블루에게 기대하는 게 많은 분들은 아쉬울 수 있습니다.
6959,1,18132318,데드캠핑 더라이브,4,모두 보는 눈들이 비슷 한 것 같네요 아무래도 이런 영화는 수위가 확실해야 몰입이 되는데 칼질을 너무 한 것 같아서 몰입도 안되고 먼가 앞뒤 연결도 이상하고 뒤죽박죽 된 느낌이 듭니다 많~이 아쉽네요 수위가 확실히 보장이 안된다면 차라리 아예 이런 스타일의 영화는 처음부터 안 만드는게 좋을텐데 말이죠 김빠진 콜라 느낌 나는 영화 였습니다
6960,2,18132317,브로커,2,송강호가 왜 상받았는지 알겠음. 워낙 잘하는 배우인데 그 빼고 전부 삽질하고 있으니 더 연기가 돋보일 수 밖에. 아이유 연기는 퇴보하였고. 강동원은 몇년차인데 아직도 어색한 사투리 섞인 서울말에 배두나와 나머지 형사역은 대사 전달 조차도 되지않고. 영화가 범죄까지 미화해서 무엇을 이야기하려는지 모르겠음. 12분 기립박수? 예의가 넘쳐흐르거나 아이유 팬클럽들인가.
6961,3,18132316,브로커,8,'아무도 모른다' 영화보고 큰 충격을 받아 감독 작품에 호감이 생겨 믿고 보게 되었어요 요즘 쎈영화들에 비하면 잔잔하나여운은 긴 듯 합니다배우들 모두에게 박수를 보냅니다
6962,4,18132315,파이어스타터,3,김다미의 마녀+엑스맨 울버린의탄생을 생각나게 하는 혼종 잡스런 영화.영화가 제시하는 방향이 뭔지 모르겠음.장르가 공포라서 쓸데없는 부분에서 잔인함. 예를들어 고양이 태우기 일면식도없는 운전자 태우기등등..차라리 장르를 액션으로 바꿔서 히어로영화로 갔다면 B급영화로 평타를 쳤을지도 모름.저예산으로 찍은거라서 어쩔수없는부분도있지만 김다미의 마녀처럼 악당의 목적이 분명하거나 연출이 확실해아한다고 생각함. 아무런 연출도 없이 소녀를 왜 보호해야하는지 설득력없는 말 한마디하다가 개죽음 당하는 부분이 참으로 어이없음..(설득력이 없어서 죽은건가?ㅋㅋㅋ)결말까지 엄마를죽여 복수해야 할 사람은 살아있다는게 더 놀랄따름.안 본 눈 삽니다..
6963,5,18132313,베르네 부인의 장미정원,10,행복해지는 영화였어요. ♡한번 더 보러 갈래요.
6964,6,18132309,브로커,6,너무 기대를 했나봐요 ㅠㅠ
6965,0,18132308,피는 물보다 진하다,1,이게 2022년도 영화맞나싶음 눈귀다썩음
6966,1,18132307,범죄도시2,10,설명이 필요 없습니다.
6967,2,18132306,쥬라기 월드: 도미니언,6,너무 기대를 많이 했나봐요..
6968,3,18132305,브로커,6,"잔잔해도 재밌는 영화가 있는데, 송강호 때문에 끝까지 봄"
6969,4,18132304,브로커,2,너무 진부한 단편 드라마보다 못한 영화
6970,5,18132303,베르네 부인의 장미정원,10,"자연스러운 연기와 연출, 어느 하나 튀는 부분이 없지만 여운이 짙게 남네요. 아름다운 향기가 풍기는 영화입니다."
6971,6,18132302,피는 물보다 진하다,2,이완님은 대사없는 . . .아저씨같은 영화만 찍으시는게. . . 입만열면 몰입도가 확. .떨어지는. .그나마볼건 액션밖에없는데. .. . 그나마라는게 함정 감상포인트가없는데 선택하래서. .이완님에 발연기로. .
6972,7,18132301,브로커,1,칸영화제에도 전관예우가 있는 것인가. 언어가 다른 감독이 연출을 맡는다는 것의 명확한 한계. 송강호의 연기력과 강동원의 미모로도 역부족이구나
6973,8,18132300,윤시내가 사라졌다,10,"감동과 재미 모두 있네요. 현재 우리들의 이야기라서 공감이 많이 됐어요. 진심을 알아가는 모녀의 모습 때문에 엄마랑 다시 한번 볼까 생각 중입니다. 매력 만점의 배우님들 연기 너무 잘하고, 노래들도 너무 좋아요."
6974,9,18132299,브로커,10,솔직히 평소에 즐겨보던 장르가 아니라서 기대안했는데 보다보니 빠져들었음. 불호라 느끼는 사람들도 이해되지만 나는 재미있었음
6975,0,18132298,쥬라기 월드: 도미니언,2,"공룡과 인간의 공생에 관한 이야기가 주내용이라는 예상을 가지고 보러갔지만, 괴물 메뚜기 막고 흰머리 아저씨와 그의 회사 실체 알리는게 주내용..공룡은 그저 흰머리 아재의 방어수단일 뿐 공생을 어떻게 해나갈지에 대한 내용은 전혀 찾아볼 수 없었고, 마지막에 그냥 공룡이랑 공생해서 행복하게 살았답니다 끝~2편에서 공룡들을 인간세상에 풀어놓음으로써 앞으로 그런 공룡들이 어떤 문제를 일으키고 그런 문제를 어떻게 해결할지 기대하게 해놓고 갑자기 괴물 메뚜기라니요.. 이건 너무 멀리간거 아닌가..그리고 중간에 뒤에서 겁나 큰 공룡이 사람 잡아먹고있는데 앞에서 사람싸운다고 그거 구경하는 사람들이 있는 장면있는데 그건 대체 뭔지.. 뭐 미래 사람들은 좀 지능이 떨어진거? 추격씬 도중에 그 겁나 큰 공룡이 광장같은곳에서 설치고 다니는데 그 공룡 두마리 사이에 전동킥보드타고 다니던 사람은 대체 뭐임? 그거보고 좀 실망을 많이 했음. 뭐 도망치다 먹힌것도 아니고 그냥 가만히 있다가 먹히던데.."
6976,1,18132297,브로커,2,와.. 진짜 내인생 통틀어 손에 꼽히는 망작...개연성도없고 재미도없고 감동도없고하나하나 딱히 이해도안감.. 몰입? 말도안되게 할수가없음.. 진짜 대사 요즘 시대에 나올 스타일인가? 어떻게 90년대나 쓸법한 대사가.. 칸을간게 아니구 깐을가서 까이고온듯..
6977,2,18132296,범죄도시2,8,뻔하긴 하지만 그래도 볼만함
6978,3,18132295,브로커,2,역겨운 로리유 때문에 영화가 망했네여
6979,4,18132294,브로커,2,쓰레기임 보지마세요 리뷰 처음 써보는데 너무노잼이라 쓰러왔습니다 개연성 스토리 개그포인트 액션 하나도 없습니다 영화보다가 도중에 나가는사람들도 많았습니다
6980,5,18132293,그대가 조국,6,조국의 연기력에 감탄... 앞에서는 누구나 평등해야 한다 말하고 살아 왔지만... 뒤에서는 다른 일이 일어나고 있었는데... 심각한 얼굴로 취재진들을 지나 엘레베이터를 탔지만... 문이 잠깐 다시 열리는 순간!! 가면뒤에 가려져 있었던 그의 진실이 하나씩 드러난다... 과연 진실은 무엇일까 ?!! 절찬리 진행 중 to be continued... 미세한 얼굴의 근육 떨림 하나 하나 컨츄롤하는 그의 절제된 연기력... ㅎㄷㄷ 조커의 호아킨 피닉스 보다 더 소름 돋네요
6981,6,18132292,브로커,10,영화 잘봤습니다!!!
6982,7,18132291,쥬라기 월드: 도미니언,6,시리즈의 마무리 치고는 조금 소소한...
6983,8,18132290,쥬라기 월드: 도미니언,2,평점이 왜이래~~~~?
6984,9,18132289,범죄도시2,10,영화 보는 내내 너무 웃었어요ㅋㅋㅋ연기도 다들 너무 잘하시고ㅜㅠ 간만에 본 극장영화인데 완전 만족했습니다~!
6985,0,18132288,파이란,10,21년이 흘럿지만 운전하다가 문득 생각난 영화. 그때도 지금도 영화가 보여주는 인간사의 쓸쓸함은 여전히 존재한다.
6986,1,18132287,신비한 동물들과 덤블도어의 비밀,1,최악의 시리즈. 정말 보는 내내 화가 나는 경험은 오랫만.
6987,2,18132286,범죄도시2,10,"이건 영화가 아니다,,^^ 넘젬남 3편 장첸하고 강해상 탈옥해서 액션만듬 더 흥미진진 할건디 3편도 기대하것습니다"
6988,3,18132285,오케이 마담,10,재미있게 잘봤습니다엄정화 액션씬도 좋네요^^
6989,4,18132284,쥬라기 월드: 도미니언,6,장대한 서사를 마무리 하기에는 모든 부분에서 모자라다..연출 스토리 공룡 모두를 챙기려다 애매하게 끝난 아쉬운 영화
6990,5,18132283,쥬라기 월드: 도미니언,1,진짜 재미 없음 보면서 졸은 영화가 두번째
6991,6,18132282,쥬라기 월드: 도미니언,2,전편을 너무 재밌게 봤던 기억이 있어서 기대했는데...실망이에요ㅠ
6992,7,18132281,브로커,6,아기가 너무 귀엽다... ㅎㅎ솔직히 너무 졸렸어요 ㅠㅠㅠ...
6993,8,18132280,윤시내가 사라졌다,10,배우 연기도 넘좋고 이야기도 넘 좋네여
6994,9,18132279,브로커,10,가족이 무엇인지 생각하게 됨
6995,0,18132278,브로커,10,저는 몇년간 본 영화중에 최고였는데~~평점을 낮게 주신분은 영화를 본게 맞는지 의심이 들 정도이네요 감동의 여운이 오래 남는 영화였습니다
6996,1,18132277,쥬라기 월드: 도미니언,6,액션이 많이 나와서 이전 시리즈보다는 더 재미 있었습니다.
6997,2,18132276,브로커,2,갓난애기 한명가지고 펼쳐지는 영화인데일단 개노잼을 떠나 핵노잼영화의정체성이 뭔지를 모르겠음 잠만왔던영화 질질끄는 스토리ㅠㅠ 보면후회스러울정도 일본인 감독이라 영화 정서안맞음.
6998,3,18132274,팬텀 스레드,10,미장센을 포함해 굉장히 근사한 작품.사랑의 전형적인 틀을 깨버리고 예술가들의 고통을 `아픔’으로 승화시킨 영화다.
6999,4,18132273,브로커,9,"사람들이 지루하다고 하긴 하는데, 저는 몰입해서 눈물도 흘리고 재밌게 봤습니다"
7000,5,18132272,그대가 조국,1,이런 종류의 영화 별로 안좋아해요
7001,6,18132271,브로커,6,생각보다 재미없는 이야기
7002,7,18132270,쇼생크 탈출,8,서스펜스가 발동되면서 이 영화에 묘미를 느낄수있었다.뿐만 아니라 탄탄한 인과관계에 의해서 나아가는 영화 중 탑이라 생각한다.
7003,8,18132269,범죄도시2,10,너무 재밌게 봤어용!!
7004,0,18132269,범죄도시2,10,너무 재밌게 봤어용!!
7005,1,18132268,블랙 스완,8,난 느꼈어요 내가 완벽하다는 것을 느꼈어요. 마지막 이 대사로 모든게 설명되는 영화.
7006,2,18132267,성월동화,10,20대 시절 최고의 인생영화입니다 ㅋ
7007,3,18132265,그대가 조국,1,10점도 아깝습니다범죄자가 무슨 우리나라 앞날이암울하네요
7008,4,18132264,범죄도시2,10,개재밋어 진짜 그냥 보세요
